comp_code,year,sales,asset,debt,ebitda,rd,ni,wc_sec1,wc_sec2,wc_total,active
6888,2006,5706,4341,1974,378,19,59,247,42,289,1
6888,2007,7377,3905,1730,356,15,-117,387,43,430,1
6888,2008,5651,3466,1868,29,6,-469,359,25,384,1
6888,2009,3911,2301,730,1,7,42,308,24,332,1
6888,2010,3321,2352,736,204,11,42,346,27,373,1
6888,2011,3033,2217,633,93,54,16,366,38,404,1
6888,2012,2657,2316,824,69,6,-12,376,27,403,1
6888,2013,3579,2503,996,150,10,-9,388,27,415,1
6888,2014,4003,2646,1437,21,14,-299,330,28,358,1
6935,2002,19038,58285,5281,4153,1936,1455,241,184,425,1
6935,2003,22993,64871,10534,5089,1553,2028,288,247,535,1
6935,2004,25190,65742,10342,4383,1840,2033,194,237,431,1
6935,2005,26317,69184,11510,5309,2331,2935,167,212,379,1
6935,2006,28983,73954,13417,6813,2448,3562,111,216,327,1
6935,2007,27940,75675,12673,7069,2027,3499,116,179,295,1
6935,2008,28176,79007,14146,7651,2159,2722,97,185,282,1
6935,2009,26316,85192,18189,7275,1756,2958,101,148,249,1
6935,2010,27761,90252,21308,6429,1946,2537,108,178,286,1
6935,2011,29431,94762,23528,7715,1662,2891,92,73,165,1
6935,2012,31426,100660,26123,7645,1598,3846,162,62,224,1
6935,2013,35923,104943,25776,10722,1417,5145,127,59,186,1
6935,2014,34700,107823,27061,8918,1868,3739,95,59,154,1
6942,2001,2071,3139,976,0,382,-233,63,84,147,1
6942,2002,2005,3021,1022,-81,344,-158,73,52,125,1
6942,2003,1891,2793,719,50,287,73,106,53,159,1
6942,2004,2021,3883,966,-73,290,-156,141,56,197,1
6942,2005,2971,4053,1021,243,237,113,129,49,178,1
6942,2006,4406,4418,1765,412,219,-331,135,53,188,1
6942,2007,5696,5419,2281,458,247,462,127,53,180,1
6942,2008,4319,4273,2116,-300,360,-852,92,52,144,1
6942,2009,2546,3332,1557,87,0,-373,97,0,97,1
6942,2010,2743,3369,1520,212,4,77,152,20,172,1
6942,2011,1777,2710,1233,-196,5,-323,104,16,120,1
6942,2012,2470,2704,1538,-248,4,-295,108,19,127,1
6942,2013,3286,2825,1697,-32,0,-57,107,0,107,1
6942,2014,3908,2873,2236,5,0,-653,132,0,132,1
6944,2002,13566,11658,10367,342,22,-1901,113,34,147,1
6944,2003,16011,12031,10672,891,2,8,104,42,146,1
6944,2004,5073,10346,9524,-253,1,-610,54,42,96,1
6944,2005,7917,8008,7270,-1021,6,-3162,59,45,104,1
6944,2006,10939,6611,5523,473,0,-490,53,36,89,1
6944,2007,10289,4419,5123,896,7,-1622,80,43,123,1
6944,2008,7365,2393,2073,370,0,1067,84,9,93,1
6944,2009,4058,1795,1351,1,0,99,75,9,84,1
6944,2010,3640,1469,1003,301,0,17,92,9,101,1
6944,2011,3490,1415,795,209,33,124,93,22,115,1
6944,2012,3496,1484,1002,75,31,-29,134,37,171,1
6944,2013,3732,1601,1061,175,0,42,140,29,169,1
6944,2014,3558,1697,982,125,5,158,177,34,211,1
6947,2000,18829,34909,7626,2941,2422,4809,102,496,598,1
6947,2001,15288,33422,6857,889,2572,-422,104,432,536,1
6947,2002,14653,32468,7149,993,2758,-1165,105,450,555,1
6947,2003,16183,33288,7131,2812,2698,945,95,581,676,1
6947,2004,15770,35768,7638,2455,2746,2185,99,619,718,1
6947,2005,16799,34074,8500,2482,2637,2452,89,686,775,1
6947,2006,19163,36689,10526,3063,3163,1442,158,650,808,1
6947,2007,22019,37686,9370,3492,3548,1757,122,312,434,1
6947,2008,19847,35534,7471,2156,3584,1214,152,297,449,1
6947,2009,17099,36350,7652,307,3164,-91,126,272,398,1
6947,2010,17969,35780,8719,912,2998,291,144,308,452,1
6947,2011,18255,38270,9900,1613,2616,1769,162,366,528,1
6947,2012,17888,37099,8844,1105,2627,304,188,355,543,1
6947,2013,19773,38846,11166,1448,2824,467,173,376,549,1
6947,2014,21298,40464,12087,1887,3141,510,178,330,508,1
7505,2000,45067,27881,21526,150,0,-3437,194,1,195,1
7505,2001,43193,27114,20821,413,0,126,134,1,135,1
7505,2002,38377,23909,17830,60,0,-248,160,1,161,1
7505,2003,40250,25300,19284,136,0,12,263,1,264,1
7505,2004,35631,23375,17713,-678,0,-414,268,1,269,1
7505,2005,39110,24648,18828,237,0,204,297,1,298,1
7505,2006,40042,24534,18309,418,0,614,312,1,313,1
7505,2007,42274,24697,17978,465,0,872,312,1,313,1
7505,2008,37376,22437,16166,40,0,-110,336,1,337,1
7505,2009,36112,23632,17614,22,0,-130,329,1,330,1
7505,2010,40256,23751,18542,491,0,-462,328,1,329,1
7505,2011,38127,21694,16842,837,0,-285,362,1,363,1
7505,2012,39922,21122,15444,1189,0,711,366,1,367,1
7505,2013,43852,23083,16387,1455,0,904,181,1,182,1
7505,2014,44202,23089,16238,1360,0,471,202,1,203,1
7518,2002,92880,75090,28856,10325,1174,4295,71,197,268,1
7518,2003,121637,74108,21721,13168,1635,6093,66,200,266,1
7518,2004,134739,80822,22309,13256,1632,6214,123,205,328,1
7518,2005,107383,85009,22466,10588,2057,4783,123,205,328,1
7518,2006,109292,84601,19953,8513,1956,2891,377,220,597,1
7518,2007,111687,84259,25589,7674,2251,2484,403,226,629,1
7518,2008,131119,81833,27423,12076,2515,4897,216,228,444,1
7518,2009,124370,80251,25809,8493,2547,2634,252,249,501,1
7518,2010,130857,82627,26332,8895,2813,2891,177,256,433,1
7518,2011,157633,100002,36494,18027,2999,8520,241,242,483,1
7518,2012,154869,92924,31537,11387,2138,4324,369,242,611,1
7518,2013,142427,90624,33361,5915,2064,983,524,242,766,1
7518,2014,143173,103623,46510,7122,2573,2457,515,232,747,1
7527,2002,1841,5139,3531,-206,21,-473,62,92,154,1
7527,2003,1704,5148,3512,330,0,20,43,0,43,1
7527,2004,1313,3342,3302,149,0,-1595,111,0,111,1
7527,2005,1102,4809,341,NULL,0,520,145,0,145,1
7527,2006,1801,2529,404,-533,213,-1976,92,55,147,1
7527,2007,1770,2025,316,82,0,-411,138,0,138,1
7527,2008,1147,1965,247,NULL,0,14,114,0,114,1
7527,2009,1005,2000,273,36,0,9,146,0,146,1
7527,2010,1003,1658,366,18,0,-435,102,0,102,1
7527,2011,1500,2065,375,299,0,198,129,0,129,1
7527,2012,2789,6688,413,711,0,322,76,0,76,1
7527,2013,3028,7241,505,820,0,509,72,0,72,1
7527,2014,3060,7414,500,734,0,310,93,0,93,1
7595,2002,20583,16591,7022,1700,0,884,95,0,95,1
7595,2003,24515,17411,6585,2206,36,1154,131,1,132,1
7595,2004,28504,20775,7626,3037,411,1591,139,16,155,1
7595,2005,30704,22171,7629,3063,446,1649,154,17,171,1
7595,2006,27814,22994,7695,2359,469,1000,87,17,104,1
7595,2007,29272,20281,8485,2557,396,1202,55,17,72,1
7595,2008,28425,20489,6143,2242,446,810,121,17,138,1
7595,2009,23037,20771,5907,1069,451,744,126,12,138,1
7595,2010,25726,21553,6561,1247,409,689,172,12,184,1
7595,2011,28893,23139,7836,1964,447,419,233,17,250,1
7595,2012,29996,25222,8431,2088,477,1272,228,17,245,1
7595,2013,32103,26638,8220,2207,314,1463,304,17,321,1
7595,2014,31190,30265,9317,2384,190,1933,177,17,194,1
7870,2001,5506,5198,1765,742,48,231,80,348,428,1
7870,2002,5228,5350,1870,530,51,124,94,150,244,1
7870,2003,5457,5218,1655,571,61,162,126,235,361,1
7870,2004,5672,5183,1557,571,53,144,136,199,335,1
7870,2005,5764,6954,3303,466,78,107,142,175,317,1
7870,2006,5779,6851,3146,665,57,119,142,98,240,1
7870,2007,5799,6546,2839,726,58,82,101,76,177,1
7870,2008,5174,6541,2941,496,66,-44,129,76,205,1
7870,2009,5387,6326,2768,551,52,8,146,82,228,1
7870,2010,5503,6459,2866,699,67,69,129,30,159,1
7870,2011,5644,6180,2530,808,54,109,132,75,207,1
7870,2012,5518,5964,2262,766,60,101,121,91,212,1
7870,2013,5947,6058,2216,909,66,195,114,128,242,1
7870,2014,6024,6398,2242,943,81,274,107,101,208,1
7999,2000,27361,28051,12633,2019,904,1295,142,92,234,1
7999,2001,23192,26828,10851,1932,895,389,178,50,228,1
7999,2002,27194,27363,10446,2620,903,866,221,55,276,1
7999,2003,26502,28533,11147,1442,1467,623,224,94,318,1
7999,2004,28975,29464,11202,1688,1685,690,223,151,374,1
7999,2005,28613,27684,10154,1599,1586,-982,222,151,373,1
7999,2006,28753,29723,10979,2446,1523,1074,350,164,514,1
7999,2007,30417,30965,10880,3576,1574,1802,326,146,472,1
7999,2008,26339,28302,9421,1484,1294,604,291,152,443,1
7999,2009,21998,28789,9771,945,919,218,348,154,502,1
7999,2010,21920,28462,9003,1799,972,800,348,154,502,1
7999,2011,20441,27028,8427,1520,714,-426,353,160,513,1
7999,2012,17982,27363,8193,537,856,262,361,160,521,1
7999,2013,23115,32954,11507,2045,1096,2400,345,163,508,1
7999,2014,23476,32027,6966,1757,1483,2684,369,163,532,1
8056,2001,307898,257608,171122,25332,6429,-7831,60,123,183,1
8056,2002,308838,223292,129544,30067,6610,8346,80,164,244,1
8056,2003,309417,226690,131655,23273,6914,3922,60,136,196,1
8056,2004,308868,222155,124711,28776,5884,4716,92,254,346,1
8056,2005,317486,243931,162410,20800,6111,1889,107,294,401,1
8056,2006,307455,237861,150843,20086,5152,3433,990,332,1322,1
8056,2007,337759,258457,172116,43408,4997,2546,939,273,1212,1
8056,2008,310127,233546,158081,30712,4494,-8819,895,256,1151,1
8056,2009,271084,218066,141139,20529,4272,3626,933,294,1227,1
8056,2010,252989,207282,130512,22001,5524,2574,164,139,303,1
8056,2011,255122,190083,126860,19465,4912,-12498,212,187,399,1
8056,2012,269170,197779,129863,18816,4861,1250,148,169,317,1
8056,2013,282690,202468,126451,19894,4659,6305,187,237,424,1
8056,2014,269154,199772,117796,20807,4337,7246,277,228,505,1
8057,2001,159041,119288,86156,3332,1070,-1587,102,338,440,1
8057,2002,149341,114625,80184,5196,1075,2142,79,392,471,1
8057,2003,150090,114198,77217,5276,1195,1693,87,361,448,1
8057,2004,149250,109460,71349,5567,1303,1648,87,470,557,1
8057,2005,150330,107490,66789,5660,1345,1675,87,407,494,1
8057,2006,147980,103468,60903,5405,1205,2254,1075,455,1530,1
8057,2007,147862,95784,54203,5150,1185,1481,1038,414,1452,1
8057,2008,126835,89264,50736,1735,1027,-386,752,561,1313,1
8057,2009,141751,85152,49455,3077,971,-2092,877,449,1326,1
8057,2010,118025,76523,44823,-225,994,-2160,814,616,1430,1
8057,2011,121294,79238,48740,1493,855,-660,888,736,1624,1
8057,2012,128186,82819,49948,2590,728,982,965,658,1623,1
8057,2013,143593,89669,55661,4256,605,1513,1039,588,1627,1
8057,2014,139913,91577,55022,5230,693,332,952,631,1583,1
8060,2002,695584,495298,274130,19689,1579,3436,203,33,236,1
8060,2003,757033,495396,267341,25505,1054,7042,220,64,284,1
8060,2004,815510,482336,245452,37972,1411,12363,150,23,173,1
8060,2005,821948,513334,262417,40807,980,15357,103,20,123,1
8060,2006,867172,526578,263110,44634,889,18807,111,20,131,1
8060,2007,905136,526124,256556,48854,1081,20033,107,20,127,1
8060,2008,827486,484936,225893,37474,1261,11185,139,20,159,1
8060,2009,686614,449607,198731,18653,1336,-4343,168,20,188,1
8060,2010,674159,448592,201745,22378,812,3724,185,20,205,1
8060,2011,632418,447765,196457,24677,768,6763,156,54,210,1
8060,2012,681234,462574,208486,33581,655,10578,163,49,212,1
8060,2013,657215,467076,210000,34511,571,10167,216,49,265,1
8060,2014,659432,479747,209394,42315,439,16030,212,49,261,1
8060,2015,646002,486502,209064,42413,496,15670,186,45,231,1
8096,2001,55697,38098,17631,3155,336,-1703,157,42,199,1
8096,2002,63941,36876,16291,3605,246,917,218,43,261,1
8096,2003,70241,42531,19245,4031,270,1721,233,42,275,1
8096,2004,63149,37830,14272,2917,287,1165,249,48,297,1
8096,2005,59181,36843,12127,3768,243,1354,79,50,129,1
8096,2006,52857,39670,13511,4318,356,2092,81,47,128,1
8096,2007,55592,40477,12312,4928,315,2867,72,36,108,1
8096,2008,49831,39389,9724,4877,519,2558,49,34,83,1
8096,2009,43189,39303,8855,4001,364,2163,69,34,103,1
8096,2010,45623,41424,9821,4558,398,2323,54,34,88,1
8096,2011,46774,44196,11047,4901,446,2652,72,34,106,1
8096,2012,45059,50659,14573,5092,432,3061,82,75,157,1
8096,2013,63884,53153,16027,5810,570,2878,80,75,155,1
8096,2014,61897,55683,17704,6580,566,3467,82,61,143,1
8157,2003,110697,72178,46851,2323,89,954,188,261,449,1
8157,2004,110222,72990,46495,2409,208,1248,219,297,516,1
8157,2005,116877,74960,45150,2147,135,2173,210,339,549,1
8157,2006,114322,74618,43912,2628,74,1267,179,197,376,1
8157,2007,108888,68541,38561,3323,114,1306,203,213,416,1
8157,2008,99549,64305,34661,2707,73,812,184,344,528,1
8157,2009,86386,64961,35013,1216,17,656,193,192,385,1
8157,2010,96284,65215,36946,1274,91,3172,359,318,677,1
8157,2011,98241,66641,39179,1409,209,-348,400,355,755,1
8157,2012,100651,64036,45991,1883,250,446,318,240,558,1
8157,2013,110670,70048,51063,3243,176,982,307,159,466,1
8157,2014,105339,69649,48409,2588,66,466,287,175,462,1
9360,2003,8420,10102,9458,511,0,96,134,0,134,1
9360,2004,8700,8292,7777,611,0,-67,159,0,159,1
9360,2005,9446,8194,7276,654,0,259,149,0,149,1
9360,2006,10226,7910,6876,714,0,194,189,0,189,1
9360,2007,10485,8711,7487,828,0,252,276,0,276,1
9360,2008,10469,7844,6497,752,0,170,130,0,130,1
9360,2009,8578,7368,5909,690,0,150,72,0,72,1
9360,2010,8903,7335,5730,660,0,184,58,0,58,1
9360,2011,9716,7636,5955,709,0,120,25,0,25,1
9360,2012,10832,8432,6605,710,0,177,21,0,21,1
9360,2013,11777,8663,6731,712,0,179,22,0,22,1
9360,2014,11557,10171,8370,483,0,-69,38,0,38,1
9417,2014,6430,3159,1484,292,0,126,352,0,352,0
9600,2000,10290,11597,4921,942,6,-190,101,256,357,1
9600,2001,20296,24107,16098,1714,15,329,152,154,306,1
9600,2002,25173,21630,15501,770,0,-1208,124,172,296,1
9600,2003,25143,20727,14428,1697,0,249,117,200,317,1
9600,2004,25304,19555,12920,2165,0,601,126,97,223,1
9600,2005,27073,20195,12744,2457,13,836,79,87,166,1
9600,2006,29343,18769,10043,2568,7,1184,478,81,559,1
9600,2007,26314,18807,9748,2303,19,740,507,78,585,1
9600,2008,25385,20284,11272,2247,0,416,864,91,955,1
9600,2009,21145,21326,12393,1614,58,177,775,146,921,1
9600,2010,20303,19871,11549,1974,77,234,778,98,876,1
9600,2011,20374,21405,13278,2290,97,592,783,83,866,1
9600,2012,21587,22459,13604,2670,121,885,792,128,920,1
9600,2013,22528,24515,13943,2978,83,902,787,149,936,1
9600,2014,23230,25962,13815,3004,59,982,567,107,674,1
9613,2000,801044,1086437,696847,197710,17956,24452,46,167,213,1
9613,2001,801966,1113776,699442,205062,19073,26409,47,115,162,1
9613,2002,832109,1118400,679872,209192,18224,28562,51,195,246,1
9613,2003,846705,1065549,600317,209831,15349,26956,51,222,273,1
9613,2004,854153,1038571,557092,178618,16542,20110,53,481,534,1
9613,2005,907281,1056336,550726,188771,17306,28190,60,533,593,1
9613,2006,1044918,1087346,540745,224124,11307,50637,86,500,586,1
9613,2007,1074405,1193827,630847,243594,10749,30454,100,433,533,1
9613,2008,1139092,1275091,683087,256440,10090,48360,171,348,519,1
9613,2009,1142940,1279256,664089,236189,11389,35662,155,275,430,1
9613,2010,1161962,1468617,838299,230563,10742,37313,214,251,465,1
9613,2011,1251177,1474894,835143,228743,13507,30446,194,205,399,1
9613,2012,1301941,1524309,840102,225751,12105,43517,205,244,449,1
9613,2013,1343772,1689940,980121,200585,12831,23287,255,302,557,1
9613,2014,1511812,1822837,1016631,230909,12911,32144,202,354,556,1
9629,2000,5027,9451,1623,1371,257,695,129,33,162,1
9629,2001,4762,9478,1341,1102,47,534,120,33,153,1
9629,2002,5096,10031,1452,1231,172,576,107,32,139,1
9629,2003,5596,10520,1403,1279,161,683,103,32,135,1
9629,2004,6006,11343,1490,1693,170,915,169,114,283,1
9629,2005,6383,12780,2795,1888,171,327,106,114,220,1
9629,2006,6336,12856,2601,1738,326,853,120,114,234,1
9629,2007,6275,13269,2538,1440,459,645,122,140,262,1
9629,2008,6269,13454,2683,1315,283,681,146,154,300,1
9629,2009,5867,13833,2826,1011,326,436,225,152,377,1
9629,2010,6167,14292,3111,872,582,412,269,160,429,1
9629,2011,6805,14374,3285,713,419,76,232,169,401,1
9629,2012,7551,14850,3724,680,158,182,242,226,468,1
9629,2013,10475,16775,5112,1857,282,604,195,221,416,1
9629,2014,8168,15726,4463,465,303,-207,225,221,446,1
9640,2001,20820,14816,7437,2272,110,948,91,31,122,1
9640,2002,21274,13507,6372,2750,109,30,57,28,85,1
9640,2003,20833,15071,7626,2836,108,248,93,37,130,1
9640,2004,26351,17259,8503,3309,65,1512,384,23,407,1
9640,2005,23203,17215,7393,3115,66,1185,408,24,432,1
9640,2006,22998,19202,8321,3305,60,1536,362,18,380,1
9640,2007,23559,18164,6371,3362,97,1375,318,25,343,1
9640,2008,24996,19731,7073,3350,0,1393,248,18,266,1
9640,2009,26127,19966,6771,3384,79,997,295,29,324,1
9640,2010,27984,23133,9112,4274,2,1477,858,40,898,1
9640,2011,32604,26507,11545,5212,5,1744,889,21,910,1
9640,2012,29290,25067,8906,4885,0,1675,869,0,869,1
9640,2013,32541,26411,9495,5814,22,1901,1055,19,1074,1
9640,2014,30485,25639,14340,-1298,50,-4708,1120,19,1139,1
9651,2001,6223,8501,1223,716,0,276,120,1,121,1
9651,2002,6101,8304,996,414,0,166,161,1,162,1
9651,2003,5975,8050,925,441,0,91,181,1,182,1
9651,2004,6061,8226,1020,487,0,271,138,1,139,1
9651,2005,6576,8250,991,435,0,199,120,1,121,1
9651,2006,5473,8529,1198,497,1,267,118,1,119,1
9651,2007,5500,9073,841,481,2,253,4552,8,4560,1
9651,2008,5131,9152,903,368,2,179,1643,50,1693,1
9651,2009,4642,8729,656,288,0,171,1646,0,1646,1
9651,2010,4883,8820,718,291,0,194,1639,0,1639,1
9651,2011,4647,8624,538,305,0,152,1640,0,1640,1
9651,2012,5231,9140,1006,369,0,208,1634,0,1634,1
9651,2013,5276,9162,947,410,4,241,1636,19,1655,1
9651,2014,5814,9359,1532,510,0,310,1013,18,1031,1
9658,2002,12911,7759,3234,-401,99,-1429,94,108,202,1
9658,2003,12617,8250,3286,315,28,143,127,84,211,1
9658,2004,12689,8915,3397,429,0,130,252,0,252,1
9658,2005,13263,9692,3840,628,10,249,85,81,166,1
9658,2006,15501,10882,4524,1013,40,615,149,63,212,1
9658,2007,17560,10695,3961,1330,112,527,149,182,331,1
9658,2008,15570,10217,3482,642,62,185,154,95,249,1
9658,2009,13351,9358,3080,73,27,-273,168,73,241,1
9658,2010,14430,10086,3609,543,2,228,181,93,274,1
9658,2011,15374,10291,4315,933,51,251,214,91,305,1
9658,2012,15978,10300,5140,875,13,464,266,87,353,1
9658,2013,16973,10660,5110,1091,76,567,247,102,349,1
9658,2014,18336,11693,5315,1139,29,632,265,136,401,1
9660,2001,50250,25625,12907,3913,123,1823,109,191,300,1
9660,2002,53048,26405,12863,4207,98,1975,128,248,376,1
9660,2003,55028,29397,13099,3866,217,2186,97,325,422,1
9660,2004,59459,31291,13401,4269,278,2278,166,311,477,1
9660,2005,60587,33919,13301,4848,279,2609,203,305,508,1
9682,2003,37095,29274,6425,3973,89,1806,252,124,376,1
9682,2004,37928,31402,6569,4873,94,2365,246,235,481,1
9682,2005,42953,34785,7664,5485,121,2656,208,226,434,1
9682,2006,51969,41714,12887,6037,168,2565,493,209,702,1
9682,2007,61801,43034,12127,7432,117,2941,584,230,814,1
9682,2008,59996,40516,9550,5580,98,1514,557,310,867,1
9682,2009,52503,41271,10702,3288,75,278,401,430,831,1
9682,2010,58504,41448,10515,4188,0,1125,407,0,407,1
9682,2011,57385,42066,10386,4813,16,1556,405,105,510,1
9682,2012,61040,44016,10545,5524,19,2177,399,195,594,1
9682,2013,64175,46316,11065,5977,112,2653,416,213,629,1
9682,2014,74609,51383,13298,7634,282,3692,93,232,325,1
9685,2002,3568,2859,2086,236,15,-38,69,32,101,1
9685,2003,3514,2616,1878,200,16,-76,69,32,101,1
9685,2004,3764,2774,1815,321,6,256,84,32,116,1
9685,2005,3819,3045,1503,307,6,494,86,68,154,1
9685,2006,3781,2721,1476,236,20,143,85,100,185,1
9685,2007,3698,2650,1355,180,11,33,72,61,133,1
9685,2008,3475,2751,1461,181,11,82,72,72,144,1
9685,2009,3208,3061,1834,33,17,-72,65,104,169,1
9685,2010,3211,3026,1841,14,0,-101,72,63,135,1
9685,2011,3243,3077,1795,213,0,100,72,51,123,1
9685,2012,3379,3268,1807,203,0,114,90,41,131,1
9685,2013,3454,3174,1641,149,0,92,81,0,81,1
9685,2014,3729,3995,2159,237,0,226,79,0,79,1
9687,2001,8598,5538,1947,212,0,-79,142,0,142,1
9687,2002,8473,5459,1780,461,41,138,165,35,200,1
9687,2003,9321,6307,2365,764,93,268,185,34,219,1
9687,2004,10696,6549,2064,886,72,757,187,33,220,1
9687,2005,11243,7621,2104,1084,127,1086,256,35,291,1
9687,2006,12581,8804,2805,1312,27,609,256,22,278,1
9687,2007,13449,9452,2975,1414,59,730,272,22,294,1
9687,2008,13931,9278,2620,1290,5,558,171,22,193,1
9687,2009,12139,9183,2279,613,14,357,142,27,169,1
9687,2010,12509,9877,2731,796,10,432,187,27,214,1
9687,2011,12320,9977,2633,931,32,329,167,22,189,1
9687,2012,12526,10739,2894,961,49,540,133,22,155,1
9687,2013,13045,11231,3055,947,64,484,133,23,156,1
9687,2014,13373,12048,3515,1007,64,524,174,23,197,1
9691,2002,11671,8332,2460,569,466,185,61,55,116,1
9691,2003,11295,8464,2172,529,401,308,91,49,140,1
9691,2004,11997,9726,3049,838,272,422,98,52,150,1
9691,2005,11717,9660,2531,790,294,395,90,60,150,1
9691,2006,10144,9346,2117,438,210,193,63,53,116,1
9691,2007,9612,9347,2021,517,177,221,69,55,124,1
9691,2008,9431,9411,1973,341,84,121,40,56,96,1
9691,2009,10146,10386,2761,434,69,220,40,56,96,1
9691,2010,9700,10257,2647,425,88,74,40,59,99,1
9691,2011,9669,9757,3813,198,51,-1669,27,64,91,1
9691,2012,10298,9689,3628,676,0,67,24,0,24,1
9691,2013,11115,10091,3728,1183,63,192,15,31,46,1
9691,2014,11437,11148,4212,1081,0,281,163,0,163,1
9692,2001,41680,30011,13221,4136,94,254,81,288,369,1
9692,2002,41359,30340,11842,4304,87,2153,91,307,398,1
9692,2003,40882,30461,10189,2996,52,2269,76,212,288,1
9692,2004,41106,30240,8882,3229,11,1524,102,209,311,1
9692,2005,43837,31459,9183,2544,143,1285,102,225,327,1
9692,2006,48802,31418,8827,3190,83,1535,84,154,238,1
9692,2007,53241,31766,9181,3445,0,853,124,0,124,1
9692,2008,54305,37476,14854,3792,0,842,96,0,96,1
9692,2009,42926,36673,16126,1539,81,-1393,101,81,182,1
9692,2010,40888,35463,14810,2842,20,362,101,78,179,1
9692,2011,40514,34373,15484,2360,69,-1300,110,90,200,1
9692,2012,39653,33979,14140,3129,9,1267,147,1,148,1
9692,2013,40923,32968,12012,3379,16,1120,83,1,84,1
9692,2014,41839,35402,12539,4345,72,1762,97,102,199,1
9698,2002,11392,7942,2362,706,87,-149,95,78,173,1
9698,2003,11710,8541,2991,780,19,49,50,28,78,1
9698,2004,11010,8955,2633,375,38,-826,79,28,107,1
9698,2005,14641,10545,4446,680,31,-209,62,32,94,1
9698,2006,17278,8571,3632,760,16,-960,80,32,112,1
9698,2007,12892,7626,2900,714,18,-131,78,32,110,1
9698,2008,12119,6527,2359,675,0,-504,124,0,124,1
9698,2009,9518,5758,1517,383,0,86,73,0,73,1
9698,2010,9497,5738,1836,383,0,-339,82,0,82,1
9698,2011,9856,6512,2187,703,0,404,82,0,82,1
9698,2012,11044,6533,1921,753,0,356,82,0,82,1
9698,2013,11387,6782,2180,762,0,44,83,0,83,1
9698,2014,11425,7159,2360,837,0,213,83,0,83,1
9702,2003,11593,6874,2736,603,6,254,111,11,122,1
9702,2004,11470,6910,2554,577,14,243,235,49,284,1
9702,2005,11539,7310,2771,720,20,347,167,48,215,1
9702,2006,12665,7931,3152,836,53,404,179,112,291,1
9702,2007,13085,8099,2992,944,121,467,181,113,294,1
9702,2008,12621,7179,2284,260,155,65,245,109,354,1
9702,2009,10735,7074,2201,162,83,87,442,110,552,1
9702,2010,11059,6889,2078,45,43,41,358,108,466,1
9702,2011,9440,5560,1850,-372,39,-924,371,109,480,1
9702,2012,10600,5841,1566,304,19,331,484,111,595,1
9702,2013,11763,6242,1918,524,6,240,493,112,605,1
9702,2014,13718,7136,2693,480,0,474,397,103,500,1
9702,2015,12824,7388,1823,599,0,181,461,102,563,1
9709,2002,18100,16536,9096,-416,15,-687,252,92,344,1
9709,2003,17653,16751,8729,99,62,151,297,86,383,1
9709,2004,17812,16981,8821,333,51,230,255,87,342,1
9709,2005,17814,16845,8443,198,59,103,131,94,225,1
9709,2006,19076,16683,8367,250,60,118,171,200,371,1
9709,2007,20953,15456,7338,400,77,115,168,204,372,1
9709,2008,19546,15457,7923,-426,205,-378,47,210,257,1
9709,2009,16743,15265,7655,221,157,83,47,162,209,1
9709,2010,16943,15423,7996,157,75,-80,50,222,272,1
9709,2011,15201,14009,7927,-130,74,-1280,52,383,435,1
9709,2012,14773,14123,7458,516,66,224,60,302,362,1
9709,2013,15375,13960,7268,517,92,44,43,400,443,1
9709,2014,16736,17590,6834,35,57,483,43,457,500,1
9715,2002,71073,64761,11654,-6998,330,-9899,121,207,328,1
9715,2003,77918,71136,13781,4087,256,952,147,218,365,1
9715,2004,91898,86915,26437,6453,202,4848,169,199,368,1
9715,2005,106468,88293,25325,9533,260,6670,176,232,408,1
9715,2006,141490,96381,37310,10766,309,7369,1003,246,1249,1
9715,2007,164772,97099,47338,7924,562,-3140,991,250,1241,1
9715,2008,166292,88092,48531,4217,1088,2202,1231,252,1483,1
9715,2009,151589,91637,50212,7146,1182,2135,1201,217,1418,1
9715,2010,151687,90134,45723,9826,838,4469,1322,193,1515,1
9715,2011,161208,93137,44318,10951,662,4969,1078,138,1216,1
9715,2012,166335,88420,35118,9233,410,4919,1078,94,1172,1
9715,2013,186503,92173,31363,11566,433,6289,1078,106,1184,1
9715,2014,199178,101551,34155,11194,97,7349,1100,86,1186,1
9717,2000,10295,12000,2435,2124,17,1148,122,315,437,1
9717,2001,11222,13063,2440,2166,23,1225,169,317,486,1
9717,2002,10726,13754,2299,1772,24,1026,143,285,428,1
9717,2003,10200,14457,2170,1631,25,989,164,340,504,1
9717,2004,11559,19038,4411,1712,20,1047,118,332,450,1
9717,2005,13282,18099,2787,1682,31,819,119,209,328,1
9717,2006,14244,19382,3536,1816,33,1147,139,182,321,1
9717,2007,14447,16980,2705,1603,28,276,140,101,241,1
9717,2008,10039,14364,1929,441,36,-323,138,100,238,1
9717,2009,8554,14081,1931,389,54,360,136,115,251,1
9717,2010,8473,13638,2119,284,47,78,166,119,285,1
9717,2011,9614,13737,2340,575,43,129,170,119,289,1
9717,2012,10874,14455,2873,785,42,555,209,119,328,1
9717,2013,12356,15114,2985,1300,40,785,222,119,341,1
9717,2014,14377,17366,3336,1755,27,2391,213,109,322,1
9719,2000,61723,68133,11466,7922,302,3723,120,468,588,1
9719,2001,69324,70839,10532,9545,359,4107,115,496,611,1
9719,2002,74134,75360,11250,10949,442,5005,190,459,649,1
9719,2003,76675,80476,12940,8365,790,3978,234,466,700,1
9719,2004,70586,80496,10876,6354,1112,3100,216,611,827,1
